"","author","title","type","start","end","kind","words"
"5193","Stoker, Bram","Dracula","sentence",751,790,NA,"I have no doubt that he believes it all"
"5194","Stoker, Bram","Dracula","sentence",792,848,NA,"I wonder if his mind can have become in any way unhinged"
"5195","Stoker, Bram","Dracula","sentence",850,929,NA,"Surely there must be  some  rational explanation of all these mysterious things"
"5196","Stoker, Bram","Dracula","sentence",931,989,NA,"Is it possible that the Professor can have done it himself"
"5197","Stoker, Bram","Dracula","sentence",991,1126,NA,"He is so abnormally clever that if he went off his head he would carry out his intent with regard to some fixed idea in a wonderful way"
"5198","Stoker, Bram","Dracula","sentence",1128,1285,NA,"I am loath to think it and indeed it would be almost as great a marvel as the other to find that Van Helsing was mad but anyhow I shall watch him carefully"
"5199","Stoker, Bram","Dracula","sentence",1287,1322,NA,"I may get some light on the mystery"
"5200","Stoker, Bram","Dracula","sentence",1332,1389,NA,"                               29 September morning"
"5201","Stoker, Bram","Dracula","sentence",1391,1394,NA,""
"5202","Stoker, Bram","Dracula","sentence",1396,1613,NA,"Last night at a little before ten oclock Arthur and Quincey came into Van Helsings room he told us all that he wanted us to do but especially addressing himself to Arthur as if all our wills were centred in his"
"5203","Stoker, Bram","Dracula","sentence",1615,1735,NA,"He began by saying that he hoped we would all come with him too for he said there is a grave duty to be done there"
"5204","Stoker, Bram","Dracula","sentence",1737,1779,NA,"You were doubtless surprised at my letter"
"5205","Stoker, Bram","Dracula","sentence",1781,1832,NA,"This query was directly addressed to Lord Godalming"
"5206","Stoker, Bram","Dracula","sentence",1835,1841,NA,"I was"
"5207","Stoker, Bram","Dracula","sentence",1843,1871,NA,"It rather upset me for a bit"
"5208","Stoker, Bram","Dracula","sentence",1873,1960,NA,"There has been so much trouble around my house of late that I could do without any more"
"5209","Stoker, Bram","Dracula","sentence",1962,2007,NA,"I have been curious too as to what you mean"
"5210","Stoker, Bram","Dracula","sentence",2009,2176,NA,"Quincey and I talked it over but the more we talked the more puzzled we got till now I can say for myself that Im about up a tree as to any meaning about anything"
"5211","Stoker, Bram","Dracula","sentence",2179,2220,NA,"Me too said Quincey Morris laconically"
"5212","Stoker, Bram","Dracula","sentence",2223,2393,NA,"Oh said the Professor then you are nearer the beginning both of you than friend John here who has to go a long way back before he can even get so far as to begin"
"5213","Stoker, Bram","Dracula","sentence",2396,2497,NA,"It was evident that he recognised my return to my old doubting frame of mind without my saying a word"
"5214","Stoker, Bram","Dracula","sentence",2499,2622,NA,"Then turning to the other two he said with intense gravity  I want your permission to do what I think good this night"
"5215","Stoker, Bram","Dracula","sentence",2624,2735,NA,"It is I know much to ask and when you know what it is I propose to do you will know and only then how much"
"5216","Stoker, Bram","Dracula","sentence",2737,2964,NA,"Therefore may I ask that you promise me in the dark so that afterwards though you may be angry with me for a timeI must not disguise from myself the possibility that such may beyou shall not blame yourselves for anything"
"5217","Stoker, Bram","Dracula","sentence",2967,3006,NA,"Thats frank anyhow broke in Quincey"
"5218","Stoker, Bram","Dracula","sentence",3008,3038,NA,"Ill answer for the Professor"
"5219","Stoker, Bram","Dracula","sentence",3040,3124,NA,"I dont quite see his drift but I swear hes honest and thats good enough for me"
"5220","Stoker, Bram","Dracula","sentence",3127,3171,NA,"I thank you sir said Van Helsing proudly"
"5221","Stoker, Bram","Dracula","sentence",3173,3276,NA,"I have done myself the honour of counting you one trusting friend and such endorsement is dear to me"
"5222","Stoker, Bram","Dracula","sentence",3278,3316,NA,"He held out a hand which Quincey took"
"5223","Stoker, Bram","Dracula","sentence",3319,3348,NA,"Then Arthur spoke out  Dr"
"5224","Stoker, Bram","Dracula","sentence",3350,3558,NA,"Van Helsing I dont quite like to buy a pig in a poke as they say in Scotland and if it be anything in which my honour as a gentleman or my faith as a Christian is concerned I cannot make such a promise"
"5225","Stoker, Bram","Dracula","sentence",3560,3967,NA,"If you can assure me that what you intend does not violate either of these two then I give my consent at once though for the life of me I cannot understand what you are driving at  I accept your limitation said Van Helsing and all I ask of you is that if you feel it necessary to condemn any act of mine you will first consider it well and be satisfied that it does not violate your reservations"
"5226","Stoker, Bram","Dracula","sentence",3970,4011,NA,"Agreed said Arthur that is only fair"
"5227","Stoker, Bram","Dracula","sentence",4013,4174,NA,"And now that the  pourparlers  are over may I ask what it is we are to do  I want you to come with me and to come in secret to the churchyard at Kingstead"
"5228","Stoker, Bram","Dracula","sentence",4177,4263,NA,"Arthurs face fell as he said in an amazed sort of way  Where poor Lucy is buried"
"5229","Stoker, Bram","Dracula","sentence",4265,4284,NA,"The Professor bowed"
"5230","Stoker, Bram","Dracula","sentence",4286,4357,NA,"Arthur went on And when there  To enter the tomb Arthur stood up"
"5231","Stoker, Bram","Dracula","sentence",4360,4420,NA,"Professor are you in earnest or it is some monstrous joke"
"5232","Stoker, Bram","Dracula","sentence",4422,4463,NA,"Pardon me I see that you are in earnest"
"5233","Stoker, Bram","Dracula","sentence",4465,4560,NA,"He sat down again but I could see that he sat firmly and proudly as one who is on his dignity"
"5234","Stoker, Bram","Dracula","sentence",4562,4650,NA,"There was silence until he asked again  And when in the tomb  To open the coffin"
"5235","Stoker, Bram","Dracula","sentence",4653,4702,NA,"This is too much he said angrily rising again"
"5236","Stoker, Bram","Dracula","sentence",4704,4860,NA,"I am willing to be patient in all things that are reasonable but in thisthis desecration of the graveof one who He fairly choked with indignation"
"5237","Stoker, Bram","Dracula","sentence",4862,4899,NA,"The Professor looked pityingly at him"
"5238","Stoker, Bram","Dracula","sentence",4902,4978,NA,"If I could spare you one pang my poor friend he said God knows I would"
"5239","Stoker, Bram","Dracula","sentence",4980,5252,NA,"But this night our feet must tread in thorny paths or later and for ever the feet you love must walk in paths of flame  Arthur looked up with set white face and said  Take care sir take care  Would it not be well to hear what I have to say said Van Helsing"
"5240","Stoker, Bram","Dracula","sentence",5254,5310,NA,"And then you will at least know the limit of my purpose"
"5241","Stoker, Bram","Dracula","sentence",5312,5326,NA,"Shall I go on"
"5242","Stoker, Bram","Dracula","sentence",5329,5366,NA,"Thats fair enough broke in Morris"
"5243","Stoker, Bram","Dracula","sentence",5369,5465,NA,"After a pause Van Helsing went on evidently with an effort  Miss Lucy is dead is it not so"
"5244","Stoker, Bram","Dracula","sentence",5467,5505,NA,"Yes Then there can be no wrong to her"
"5245","Stoker, Bram","Dracula","sentence",5507,5561,NA,"But if she be not dead  Arthur jumped to his feet"
"5246","Stoker, Bram","Dracula","sentence",5564,5584,NA,"Good God he cried"
"5247","Stoker, Bram","Dracula","sentence",5586,5603,NA,"What do you mean"
"5248","Stoker, Bram","Dracula","sentence",5605,5659,NA,"Has there been any mistake has she been buried alive"
"5249","Stoker, Bram","Dracula","sentence",5661,5714,NA,"He groaned in anguish that not even hope could soften"
"5250","Stoker, Bram","Dracula","sentence",5717,5775,NA,"I did not say she was alive my child I did not think it"
"5251","Stoker, Bram","Dracula","sentence",5777,5831,NA,"I go no further than to say that she might be UnDead"
"5252","Stoker, Bram","Dracula","sentence",5834,5842,NA,"UnDead"
"5253","Stoker, Bram","Dracula","sentence",5844,5853,NA,"Not alive"
"5254","Stoker, Bram","Dracula","sentence",5855,5871,NA,"What do you mean"
"5255","Stoker, Bram","Dracula","sentence",5873,5912,NA,"Is this all a nightmare or what is it"
"5256","Stoker, Bram","Dracula","sentence",5915,6009,NA,"There are mysteries which men can only guess at which age by age they may solve only in part"
"5257","Stoker, Bram","Dracula","sentence",6011,6053,NA,"Believe me we are now on the verge of one"
"5258","Stoker, Bram","Dracula","sentence",6055,6074,NA,"But I have not done"
"5259","Stoker, Bram","Dracula","sentence",6076,6179,NA,"May I cut off the head of dead Miss Lucy  Heavens and earth no cried Arthur in a storm of passion"
"5260","Stoker, Bram","Dracula","sentence",6181,6254,NA,"Not for the wide world will I consent to any mutilation of her dead body"
"5261","Stoker, Bram","Dracula","sentence",6256,6291,NA,"Dr Van Helsing you try me too far"
"5262","Stoker, Bram","Dracula","sentence",6293,6346,NA,"What have I done to you that you should torture me so"
"5263","Stoker, Bram","Dracula","sentence",6348,6438,NA,"What did that poor sweet girl do that you should want to cast such dishonour on her grave"
"5264","Stoker, Bram","Dracula","sentence",6440,6503,NA,"Are you mad to speak such things or am I mad to listen to them"
"5265","Stoker, Bram","Dracula","sentence",6505,6599,NA,"Dont dare to think more of such a desecration I shall not give my consent to anything you do"
"5266","Stoker, Bram","Dracula","sentence",6601,6686,NA,"I have a duty to do in protecting her grave from outrage and by God I shall do it"
"5267","Stoker, Bram","Dracula","sentence",6689,6913,NA,"Van Helsing rose up from where he had all the time been seated and said gravely and sternly  My Lord Godalming I too have a duty to do a duty to others a duty to you a duty to the dead and by God I shall do it"
"5268","Stoker, Bram","Dracula","sentence",6915,7144,NA,"All I ask you now is that you come with me that you look and listen and if when later I make the same request you do not be more eager for its fulfilment even than I am thenthen I shall do my duty whatever it may seem to me"
"5269","Stoker, Bram","Dracula","sentence",7146,7282,NA,"And then to follow of your Lordships wishes I shall hold myself at your disposal to render an account to you when and where you will"
"5270","Stoker, Bram","Dracula","sentence",7284,7408,NA,"His voice broke a little and he went on with a voice full of pity  But I beseech you do not go forth in anger with me"
"5271","Stoker, Bram","Dracula","sentence",7410,7549,NA,"In a long life of acts which were often not pleasant to do and which sometimes did wring my heart I have never had so heavy a task as now"
"5272","Stoker, Bram","Dracula","sentence",7551,7733,NA,"Believe me that if the time comes for you to change your mind towards me one look from you will wipe away all this so sad hour for I would do what a man can to save you from sorrow"
"5273","Stoker, Bram","Dracula","sentence",7735,7745,NA,"Just think"
"5274","Stoker, Bram","Dracula","sentence",7747,7815,NA,"For why should I give myself so much of labour and so much of sorrow"
"5275","Stoker, Bram","Dracula","sentence",7817,7978,NA,"I have come here from my own land to do what I can of good at the first to please my friend John and then to help a sweet young lady whom too I came to love"
"5276","Stoker, Bram","Dracula","sentence",7980,8174,NA,"For herI am ashamed to say so much but I say it in kindnessI gave what you gave the blood of my veins I gave it I who was not like you her lover but only her physician and her friend"
"5277","Stoker, Bram","Dracula","sentence",8176,8334,NA,"I gave to her my nights and daysbefore death after death and if my death can do her good even now when she is the dead UnDead she shall have it freely"
"5278","Stoker, Bram","Dracula","sentence",8336,8415,NA,"He said this with a very grave sweet pride and Arthur was much affected by it"
"5279","Stoker, Bram","Dracula","sentence",8417,8574,NA,"He took the old mans hand and said in a broken voice  Oh it is hard to think of it and I cannot understand but at least I shall go with you and wait"
"5280","Stoker, Bram","Dracula","sentence",8580,8595,NA,"CHAPTER XVI  DR"
"5281","Stoker, Bram","Dracula","sentence",8597,8720,NA,"SEWARDS DIARY continued    It was just a quarter before twelve oclock when we got into the churchyard over the low wall"
"5282","Stoker, Bram","Dracula","sentence",8722,8842,NA,"The night was dark with occasional gleams of moonlight between the rents of the heavy clouds that scudded across the sky"
"5283","Stoker, Bram","Dracula","sentence",8844,8932,NA,"We all kept somehow close together with Van Helsing slightly in front as he led the way"
"5284","Stoker, Bram","Dracula","sentence",8934,9111,NA,"When we had come close to the tomb I looked well at Arthur for I feared that the proximity to a place laden with so sorrowful a memory would upset him but he bore himself well"
"5285","Stoker, Bram","Dracula","sentence",9113,9207,NA,"I took it that the very mystery of the proceeding was in some way a counteractant to his grief"
"5286","Stoker, Bram","Dracula","sentence",9209,9353,NA,"The Professor unlocked the door and seeing a natural hesitation amongst us for various reasons solved the difficulty by entering first himself"
"5287","Stoker, Bram","Dracula","sentence",9355,9402,NA,"The rest of us followed and he closed the door"
"5288","Stoker, Bram","Dracula","sentence",9404,9456,NA,"He then lit a dark lantern and pointed to the coffin"
"5289","Stoker, Bram","Dracula","sentence",9458,9554,NA,"Arthur stepped forward hesitatingly Van Helsing said to me  You were with me here yesterday"
"5290","Stoker, Bram","Dracula","sentence",9556,9608,NA,"Was the body of Miss Lucy in that coffin  It was"
"5291","Stoker, Bram","Dracula","sentence",9610,9718,NA,"The Professor turned to the rest saying  You hear and yet there is no one who does not believe with me"
"5292","Stoker, Bram","Dracula","sentence",9720,9784,NA,"He took his screwdriver and again took off the lid of the coffin"
"5293","Stoker, Bram","Dracula","sentence",9786,9869,NA,"Arthur looked on very pale but silent when the lid was removed he stepped forward"
"5294","Stoker, Bram","Dracula","sentence",9871,9967,NA,"He evidently did not know that there was a leaden coffin or at any rate had not thought of it"
"5295","Stoker, Bram","Dracula","sentence",9969,10001,NA,"When he saw the rent in the lead"
"5296","Stoker, Bram","Dracula","entity",505,514,"person","Dr Seward"
"5297","Stoker, Bram","Dracula","entity",644,654,"person","Van Helsing"
"5298","Stoker, Bram","Dracula","entity",1226,1236,"person","Van Helsing"
"5299","Stoker, Bram","Dracula","entity",1440,1445,"person","Arthur"
"5300","Stoker, Bram","Dracula","entity",1469,1479,"person","Van Helsing"
"5301","Stoker, Bram","Dracula","entity",1566,1571,"person","Arthur"
"5302","Stoker, Bram","Dracula","entity",1818,1831,"person","Lord Godalming"
"5303","Stoker, Bram","Dracula","entity",2310,2313,"person","John"
"5304","Stoker, Bram","Dracula","entity",3152,3162,"person","Van Helsing"
"5305","Stoker, Bram","Dracula","entity",3324,3329,"person","Arthur"
"5306","Stoker, Bram","Dracula","entity",3350,3360,"person","Van Helsing"
"5307","Stoker, Bram","Dracula","entity",3779,3789,"person","Van Helsing"
"5308","Stoker, Bram","Dracula","entity",3985,3990,"person","Arthur"
"5309","Stoker, Bram","Dracula","entity",4177,4182,"person","Arthur"
"5310","Stoker, Bram","Dracula","entity",4248,4251,"person","Lucy"
"5311","Stoker, Bram","Dracula","entity",4286,4291,"person","Arthur"
"5312","Stoker, Bram","Dracula","entity",4342,4347,"person","Arthur"
"5313","Stoker, Bram","Dracula","entity",5105,5110,"person","Arthur"
"5314","Stoker, Bram","Dracula","entity",5241,5251,"person","Van Helsing"
"5315","Stoker, Bram","Dracula","entity",5439,5442,"person","Lucy"
"5316","Stoker, Bram","Dracula","entity",5536,5541,"person","Arthur"
"5317","Stoker, Bram","Dracula","entity",6112,6115,"person","Lucy"
"5318","Stoker, Bram","Dracula","entity",6151,6156,"person","Arthur"
"5319","Stoker, Bram","Dracula","entity",6689,6699,"person","Van Helsing"
"5320","Stoker, Bram","Dracula","entity",6791,6804,"person","Lord Godalming"
"5321","Stoker, Bram","Dracula","entity",7910,7913,"person","John"
"5322","Stoker, Bram","Dracula","entity",8385,8390,"person","Arthur"
"5323","Stoker, Bram","Dracula","entity",8885,8895,"person","Van Helsing"
"5324","Stoker, Bram","Dracula","entity",8986,8991,"person","Arthur"
"5325","Stoker, Bram","Dracula","entity",9458,9463,"person","Arthur"
"5326","Stoker, Bram","Dracula","entity",9495,9505,"person","Van Helsing"
"5327","Stoker, Bram","Dracula","entity",9786,9791,"person","Arthur"
"5328","Stoker, Bram","Dracula","entity",3423,3430,"location","Scotland"
"5329","Stoker, Bram","Dracula","sentence",1,143,NA," the blood rushed to his face for an instant but as quickly fell away again so that he remained of a ghastly whiteness he was still silent"
"5330","Stoker, Bram","Dracula","sentence",145,221,NA,"Van Helsing forced back the leaden flange and we all looked in and recoiled"
"5331","Stoker, Bram","Dracula","sentence",224,244,NA,"The coffin was empty"
"5332","Stoker, Bram","Dracula","sentence",247,286,NA,"For several minutes no one spoke a word"
"5333","Stoker, Bram","Dracula","sentence",288,363,NA,"The silence was broken by Quincey Morris  Professor I answered for you"
"5334","Stoker, Bram","Dracula","sentence",365,388,NA,"Your word is all I want"
"5335","Stoker, Bram","Dracula","sentence",390,541,NA,"I wouldnt ask such a thing ordinarilyI wouldnt so dishonour you as to imply a doubt but this is a mystery that goes beyond any honour or dishonour"
"5336","Stoker, Bram","Dracula","sentence",543,646,NA,"Is this your doing  I swear to you by all that I hold sacred that I have not removed nor touched her"
"5337","Stoker, Bram","Dracula","sentence",648,750,NA,"What happened was this Two nights ago my friend Seward and I came herewith good purpose believe me"
"5338","Stoker, Bram","Dracula","sentence",752,830,NA,"I opened that coffin which was then sealed up and we found it as now empty"
"5339","Stoker, Bram","Dracula","sentence",832,894,NA,"We then waited and saw something white come through the trees"
"5340","Stoker, Bram","Dracula","sentence",896,952,NA,"The next day we came here in daytime and she lay there"
"5341","Stoker, Bram","Dracula","sentence",954,987,NA,"Did she not friend John  Yes"
"5342","Stoker, Bram","Dracula","sentence",990,1022,NA,"That night we were just in time"
"5343","Stoker, Bram","Dracula","sentence",1024,1115,NA,"One more so small child was missing and we find it thank God unharmed amongst the graves"
"5344","Stoker, Bram","Dracula","sentence",1117,1190,NA,"Yesterday I came here before sundown for at sundown the UnDead can move"
"5345","Stoker, Bram","Dracula","sentence",1192,1256,NA,"I waited here all the night till the sun rose but I saw nothing"
"5346","Stoker, Bram","Dracula","sentence",1258,1412,NA,"It was most probable that it was because I had laid over the clamps of those doors garlic which the UnDead cannot bear and other things which they shun"
"5347","Stoker, Bram","Dracula","sentence",1414,1515,NA,"Last night there was no exodus so tonight before the sundown I took away my garlic and other things"
"5348","Stoker, Bram","Dracula","sentence",1517,1555,NA,"And so it is we find this coffin empty"
"5349","Stoker, Bram","Dracula","sentence",1557,1573,NA,"But bear with me"
"5350","Stoker, Bram","Dracula","sentence",1575,1611,NA,"So far there is much that is strange"
"5351","Stoker, Bram","Dracula","sentence",1613,1697,NA,"Wait you with me outside unseen and unheard and things much stranger are yet to be"
"5352","Stoker, Bram","Dracula","sentence",1699,1768,NA,"Sohere he shut the dark slide of his lanternnow to the outside"
"5353","Stoker, Bram","Dracula","sentence",1770,1854,NA,"He opened the door and we filed out he coming last and locking the door behind him"
"5354","Stoker, Bram","Dracula","sentence",1857,1937,NA,"Oh but it seemed fresh and pure in the night air after the terror of that vault"
"5355","Stoker, Bram","Dracula","sentence",1939,2340,NA,"How sweet it was to see the clouds race by and the passing gleams of the moonlight between the scudding clouds crossing and passinglike the gladness and sorrow of a mans life how sweet it was to breathe the fresh air that had no taint of death and decay how humanising to see the red lighting of the sky beyond the hill and to hear far away the muffled roar that marks the life of a great city"
"5356","Stoker, Bram","Dracula","sentence",2342,2385,NA,"Each in his own way was solemn and overcome"
"5357","Stoker, Bram","Dracula","sentence",2387,2494,NA,"Arthur was silent and was I could see striving to grasp the purpose and the inner meaning of the mystery"
"5358","Stoker, Bram","Dracula","sentence",2496,2612,NA,"I was myself tolerably patient and half inclined again to throw aside doubt and to accept Van Helsings conclusions"
"5359","Stoker, Bram","Dracula","sentence",2614,2770,NA,"Quincey Morris was phlegmatic in the way of a man who accepts all things and accepts them in the spirit of cool bravery with hazard of all he has to stake"
"5360","Stoker, Bram","Dracula","sentence",2772,2858,NA,"Not being able to smoke he cut himself a goodsized plug of tobacco and began to chew"
"5361","Stoker, Bram","Dracula","sentence",2860,2912,NA,"As to Van Helsing he was employed in a definite way"
"5362","Stoker, Bram","Dracula","sentence",2914,3119,NA,"First he took from his bag a mass of what looked like thin waferlike biscuit which was carefully rolled up in a white napkin next he took out a doublehandful of some whitish stuff like dough or putty"
"5363","Stoker, Bram","Dracula","sentence",3121,3196,NA,"He crumbled the wafer up fine and worked it into the mass between his hands"
"5364","Stoker, Bram","Dracula","sentence",3198,3330,NA,"This he then took and rolling it into thin strips began to lay them into the crevices between the door and its setting in the tomb"
"5365","Stoker, Bram","Dracula","sentence",3332,3420,NA,"I was somewhat puzzled at this and being close asked him what it was that he was doing"
"5366","Stoker, Bram","Dracula","sentence",3422,3481,NA,"Arthur and Quincey drew near also as they too were curious"
"5367","Stoker, Bram","Dracula","sentence",3483,3557,NA,"He answered  I am closing the tomb so that the UnDead may not enter"
"5368","Stoker, Bram","Dracula","sentence",3560,3613,NA,"And is that stuff you have put there going to do it"
"5369","Stoker, Bram","Dracula","sentence",3615,3628,NA,"asked Quincey"
"5370","Stoker, Bram","Dracula","sentence",3630,3642,NA,"Great Scott"
"5371","Stoker, Bram","Dracula","sentence",3644,3706,NA,"Is this a game  It is  What is that which you are using"
"5372","Stoker, Bram","Dracula","sentence",3708,3744,NA,"This time the question was by Arthur"
"5373","Stoker, Bram","Dracula","sentence",3746,3812,NA,"Van Helsing reverently lifted his hat as he answered  The Host"
"5374","Stoker, Bram","Dracula","sentence",3814,3841,NA,"I brought it from Amsterdam"
"5375","Stoker, Bram","Dracula","sentence",3843,3864,NA,"I have an Indulgence"
"5376","Stoker, Bram","Dracula","sentence",3866,4107,NA,"It was an answer that appalled the most sceptical of us and we felt individually that in the presence of such earnest purpose as the Professors a purpose which could thus use the to him most sacred of things it was impossible to distrust"
"5377","Stoker, Bram","Dracula","sentence",4109,4235,NA,"In respectful silence we took the places assigned to us close round the tomb but hidden from the sight of any one approaching"
"5378","Stoker, Bram","Dracula","sentence",4237,4275,NA,"I pitied the others especially Arthur"
"5379","Stoker, Bram","Dracula","sentence",4277,4440,NA,"I had myself been apprenticed by my former visits to this watching horror and yet I who had up to an hour ago repudiated the proofs felt my heart sink within me"
"5380","Stoker, Bram","Dracula","sentence",4442,4740,NA,"Never did tombs look so ghastly white never did cypress or yew or juniper so seem the embodiment of funereal gloom never did tree or grass wave or rustle so ominously never did bough creak so mysteriously and never did the faraway howling of dogs send such a woeful presage through the night"
"5381","Stoker, Bram","Dracula","sentence",4743,4842,NA,"There was a long spell of silence a big aching void and then from the Professor a keen Ssss"
"5382","Stoker, Bram","Dracula","sentence",4844,4978,NA,"He pointed and far down the avenue of yews we saw a white figure advancea dim white figure which held something dark at its breast"
"5383","Stoker, Bram","Dracula","sentence",4980,5169,NA,"The figure stopped and at the moment a ray of moonlight fell upon the masses of driving clouds and showed in startling prominence a darkhaired woman dressed in the cerements of the grave"
"5384","Stoker, Bram","Dracula","sentence",5171,5261,NA,"We could not see the face for it was bent down over what we saw to be a fairhaired child"
"5385","Stoker, Bram","Dracula","sentence",5263,5383,NA,"There was a pause and a sharp little cry such as a child gives in sleep or a dog as it lies before the fire and dreams"
"5386","Stoker, Bram","Dracula","sentence",5385,5560,NA,"We were starting forward but the Professors warning hand seen by us as he stood behind a yewtree kept us back and then as we looked the white figure moved forwards again"
"5387","Stoker, Bram","Dracula","sentence",5562,5636,NA,"It was now near enough for us to see clearly and the moonlight still held"
"5388","Stoker, Bram","Dracula","sentence",5638,5752,NA,"My own heart grew cold as ice and I could hear the gasp of Arthur as we recognised the features of Lucy Westenra"
"5389","Stoker, Bram","Dracula","sentence",5754,5788,NA,"Lucy Westenra but yet how changed"
"5390","Stoker, Bram","Dracula","sentence",5790,5888,NA,"The sweetness was turned to adamantine heartless cruelty and the purity to voluptuous wantonness"
"5391","Stoker, Bram","Dracula","sentence",5890,6025,NA,"Van Helsing stepped out and obedient to his gesture we all advanced too the four of us ranged in a line before the door of the tomb"
"5392","Stoker, Bram","Dracula","sentence",6027,6279,NA,"Van Helsing raised his lantern and drew the slide by the concentrated light that fell on Lucys face we could see that the lips were crimson with fresh blood and that the stream had trickled over her chin and stained the purity of her lawn deathrobe"
"5393","Stoker, Bram","Dracula","sentence",6282,6306,NA,"We shuddered with horror"
"5394","Stoker, Bram","Dracula","sentence",6308,6388,NA,"I could see by the tremulous light that even Van Helsings iron nerve had failed"
"5395","Stoker, Bram","Dracula","sentence",6390,6482,NA,"Arthur was next to me and if I had not seized his arm and held him up he would have fallen"
"5396","Stoker, Bram","Dracula","sentence",6485,6675,NA,"When LucyI call the thing that was before us Lucy because it bore her shapesaw us she drew back with an angry snarl such as a cat gives when taken unawares then her eyes ranged over us"
"5397","Stoker, Bram","Dracula","sentence",6677,6796,NA,"Lucys eyes in form and colour but Lucys eyes unclean and full of hellfire instead of the pure gentle orbs we knew"
"5398","Stoker, Bram","Dracula","sentence",6798,6934,NA,"At that moment the remnant of my love passed into hate and loathing had she then to be killed I could have done it with savage delight"
"5399","Stoker, Bram","Dracula","sentence",6936,7038,NA,"As she looked her eyes blazed with unholy light and the face became wreathed with a voluptuous smile"
"5400","Stoker, Bram","Dracula","sentence",7040,7081,NA,"Oh God how it made me shudder to see it"
"5401","Stoker, Bram","Dracula","sentence",7083,7265,NA,"With a careless motion she flung to the ground callous as a devil the child that up to now she had clutched strenuously to her breast growling over it as a dog growls over a bone"
"5402","Stoker, Bram","Dracula","sentence",7267,7316,NA,"The child gave a sharp cry and lay there moaning"
"5403","Stoker, Bram","Dracula","sentence",7318,7500,NA,"There was a coldbloodedness in the act which wrung a groan from Arthur when she advanced to him with outstretched arms and a wanton smile he fell back and hid his face in his hands"
"5404","Stoker, Bram","Dracula","sentence",7503,7601,NA,"She still advanced however and with a languorous voluptuous grace said  Come to me Arthur"
"5405","Stoker, Bram","Dracula","sentence",7603,7636,NA,"Leave these others and come to me"
"5406","Stoker, Bram","Dracula","sentence",7638,7664,NA,"My arms are hungry for you"
"5407","Stoker, Bram","Dracula","sentence",7666,7696,NA,"Come and we can rest together"
"5408","Stoker, Bram","Dracula","sentence",7698,7721,NA,"Come my husband come"
"5409","Stoker, Bram","Dracula","sentence",7724,7906,NA,"There was something diabolically sweet in her tonessomething of the tingling of glass when struckwhich rang through the brains even of us who heard the words addressed to another"
"5410","Stoker, Bram","Dracula","sentence",7908,8003,NA,"As for Arthur he seemed under a spell moving his hands from his face he opened wide his arms"
"5411","Stoker, Bram","Dracula","sentence",8005,8111,NA,"She was leaping for them when Van Helsing sprang forward and held between them his little golden crucifix"
"5412","Stoker, Bram","Dracula","sentence",8113,8225,NA,"She recoiled from it and with a suddenly distorted face full of rage dashed past him as if to enter the tomb"
"5413","Stoker, Bram","Dracula","sentence",8228,8330,NA,"When within a foot or two of the door however she stopped as if arrested by some irresistible force"
"5414","Stoker, Bram","Dracula","sentence",8332,8475,NA,"Then she turned and her face was shown in the clear burst of moonlight and by the lamp which had now no quiver from Van Helsings iron nerves"
"5415","Stoker, Bram","Dracula","sentence",8477,8588,NA,"Never did I see such baffled malice on a face and never I trust shall such ever be seen again by mortal eyes"
"5416","Stoker, Bram","Dracula","sentence",8590,8877,NA,"The beautiful colour became livid the eyes seemed to throw out sparks of hellfire the brows were wrinkled as though the folds of the flesh were the coils of Medusas snakes and the lovely bloodstained mouth grew to an open square as in the passion masks of the Greeks and Japanese"
"5417","Stoker, Bram","Dracula","sentence",8879,8952,NA,"If ever a face meant deathif looks could killwe saw it at that moment"
"5418","Stoker, Bram","Dracula","sentence",8955,9097,NA,"And so for full half a minute which seemed an eternity she remained between the lifted crucifix and the sacred closing of her means of entry"
"5419","Stoker, Bram","Dracula","sentence",9099,9174,NA,"Van Helsing broke the silence by asking Arthur  Answer me oh my friend"
"5420","Stoker, Bram","Dracula","sentence",9176,9203,NA,"Am I to proceed in my work"
"5421","Stoker, Bram","Dracula","sentence",9206,9330,NA,"Arthur threw himself on his knees and hid his face in his hands as he answered  Do as you will friend do as you will"
"5422","Stoker, Bram","Dracula","sentence",9332,9405,NA,"There can be no horror like this ever any more and he groaned in spirit"
"5423","Stoker, Bram","Dracula","sentence",9407,9472,NA,"Quincey and I simultaneously moved towards him and took his arms"
"5424","Stoker, Bram","Dracula","sentence",9474,9662,NA,"We could hear the click of the closing lantern as Van Helsing held it down coming close to the tomb he began to remove from the chinks some of the sacred emblem which he had placed there"
"5425","Stoker, Bram","Dracula","sentence",9664,9876,NA,"We all looked on in horrified amazement as we saw when he stood back the woman with a corporeal body as real at that moment as our own pass in through the interstice where scarce a knifeblade could have gone"
"5426","Stoker, Bram","Dracula","sentence",9878,10001,NA,"We all felt a glad sense of relief when we saw the Professor calmly restoring the strings of putty to the edges of the door"
"5427","Stoker, Bram","Dracula","entity",145,155,"person","Van Helsing"
"5428","Stoker, Bram","Dracula","entity",697,702,"person","Seward"
"5429","Stoker, Bram","Dracula","entity",974,977,"person","John"
"5430","Stoker, Bram","Dracula","entity",1613,1616,"person","Wait"
"5431","Stoker, Bram","Dracula","entity",2387,2392,"person","Arthur"
"5432","Stoker, Bram","Dracula","entity",2587,2597,"person","Van Helsing"
"5433","Stoker, Bram","Dracula","entity",2866,2876,"person","Van Helsing"
